User_Name,isVerified,DateOfReview,Rating,Review,hasProfanity
Lusy,True,2019-08-12,5.0,I loved the length of the movie.,False
Patty,True,2019-08-12,5.0,Watched it with my granddaughter and all she could think about was bringing her daddy to see it again. Great remake!!,False
wendy n,True,2019-08-12,5.0,Loved it-  to for kids,False
Regina R,True,2019-08-12,5.0,I was pleasantly surprised.  It was very well done and very entertaining.,False
Tonya,True,2019-08-12,0.5,pretty bad acting and singing. the cartoon is so much better.,False
,False,2019-08-12,4.0,"The animals are beautiful, but it doesn’t capture the emotion of the original",False
Donna I,True,2019-08-12,5.0,"A lovely version of the Serengeti wildlife, great scenery, lovely animals in natural habitat. Great movie, good for all family to enjoy.",False
christina H,True,2019-08-12,5.0,LOVED the movie!!! The film makers did a great job wit the remake. The picture quality was amazing!!! My son who is 11 really enjoyed it:),False
,False,2019-08-12,1.5,"Pretty but boring - pretty boring. Very Shakespearean and far too dark. Fascinating animation but no real heart, other than a black one. Surprisingly misogynistic - while true female lions do all the hunting, these just lie around, subserviently watching a false king destroy their homeland. Even a lowly human would revolt. Go see one of Disney’s brilliant true life animal films instead. Learn something. ",False
Terrance L,True,2019-08-12,2.0,"Talk about violence! This movie will teach children that murder, mayhem, tribalism, violence, vengeance, anger, and bullying are OK as long as you get what you want. Other than the spectacular computer animation, this movie was a repulsive assault on the senses. Don't waste your time.",False
Cynthia,True,2019-08-12,4.0,"I liked the fact that it was animated but expected it to be more along the lines of a sequel, not the exact same storyline...",False
William,True,2019-08-12,5.0,Amazing Childhood All Over Again And graphics Were Amazing Realistic,False
Carole M,True,2019-08-12,5.0,Loved this new version of Lion King.,False
Adam,True,2019-08-12,2.0,Same as the original but much of the best taken out.,False
Robert W,True,2019-08-12,4.5,"The boys and i loved the movie.  Fantastic scenery, great animation.  So realistic.  Well done.  Nothing new in the end but well worth seeing.",False
Brett A,False,2019-08-12,1.0,"The movie lacked Disney magic and it had very few silly/fun moments. Key songs lacked good singing (""Be Prepared"" was downright awful) and the overall music was anemic. Instead of fun, it felt like I was watching a National Geographic special with talking animals. I want my money back.",False
man,True,2019-08-12,5.0,Animals where realistic,False
Jennifer,True,2019-08-12,5.0,"Although I knew the outcome in every situation, I was still riveted. Intense moments left me holding my breathe. I watched in awe as the movie felt like a beautiful piece of art. 
Having James Earl Jones be the voice of Mufasa was as powerful as when originally made. Other than that, I dont feel the voices of the characters were all that important. It had to be for publicity more than anything else.",False
Renato I,True,2019-08-12,4.0,"I went in curious since I love the original cartoon, and was impressed that they enriched the story and paced it appropriately with the new visuals.  Loved the visuals.  Stunning.",False
Fabiola,True,2019-08-12,5.0,The Lion King was beyond my expectations,False
Dena W,True,2019-08-12,3.0,Thought the animated one was more exciting and emotional.,False
Athena,True,2019-08-12,5.0,Stuck to story line. Great visual presentation. Timone and Pumba were hilarious.,False
Date night,True,2019-08-12,5.0,Great for all ages. Very well done. Even my hubby liked it.,False
Jeanette N,True,2019-08-12,2.5,It was a good movie and people that have never seen the first Lion King will definitely enjoy it however I preferred the original movie over this one.,False
Linda,True,2019-08-12,5.0,"Loved the scenery, music and animals.  But for small children there are scary parts.",False
Terri R,True,2019-08-12,5.0,Amazing graphics and timeless story. Would see it again!,False
Serena D,True,2019-08-12,5.0,"I laughed, I cried, I loved it. Even better than the original, which says a lot because I used to watch it 10 times a week. Please go see this movie. It's breathtaking.",False
Hope,True,2019-08-12,5.0,Loved everything about it. I forgot I was watching CGI,False
kayla,True,2019-08-12,4.0,"The movie was good, but at some points i tuned out because it wasnt interesting me enough",False
Judy D,True,2019-08-12,5.0,"Still trying to figure out how they did the live animal ""thing"".  Just a great and touching story done very well.  Grandkids loved it too.",False
James,True,2019-08-12,5.0,Great movie! My kids loved it! A must see family movie..,False
Lucy W,False,2019-08-12,0.5,"99% sound track, 1% emotional less animals talking. The ""long live the king"" scene was so emotional less, the hakuna matata and I just can't wait to be king are literally running around singing. This movie is by far the biggest fail of Disney remakes.",False
Noah M,False,2019-08-12,1.0,About as entertaining as a nature documentary a high schooler dubbed as an art project. ,False
Katrina,True,2019-08-12,3.0,"There were many little changes that I thought were great to the movie. I truly think this would have been a success IF they had better voice acting. With the exception of Timone & Pumba, the voice acting was pretty much the worst showcase of all actors. Adult Simba did ok and Scar was much better during the second half of the movie, but the rest felt insincere, awkward and cheesey for majority of the movie.",False
Erica,True,2019-08-12,5.0,The animals looked real. Best CGI Ive ever seen,False
Melissa,True,2019-08-12,5.0,It is so realistic! That level of realism makes the story even more compelling and engaging. I also liked that Kenya and South Africa were extensively involved.,False
Jimmetta R,True,2019-08-12,5.0,Very true to life movie...moving and heartfelt.  Great movie for adults and kids alike.,False
pamela,True,2019-08-17,5.0,The animals looked so real and the fact that it follows the animated version was amazing,False
Patricia B.,True,2019-08-12,5.0,It's so realistic! Loved the music,False
Carlos,False,2019-08-12,5.0,"What I like:
The Amazing Animation
The Beautiful Music
The Great Humor
The Unique Story
But about all:  the deep meaning about ""The Circle of Life""

I enjoy enjoy the drama,beauty and intensity of this masterpiece.

What I don't like:

When it was over.",False
Alisha West,True,2019-08-12,3.5,It’s was ok. Didn’t really like the add-ins,False
Amy,False,2019-08-12,5.0,Loved how realistic the animals looked.,False
Ishaan V,True,2019-08-12,3.0,Original is still wayyyy better,False
Mitch,True,2019-08-12,2.0,"Outline was good, our group didnt feel a connection with the characters",False
Patricia B,True,2019-08-12,3.0,"It was very boring. They concentrated more on the scenery than the story.  The actors had no emotion.  The new song was boring as well.  Too bad, they could have really done a great job with this.",False
Linda Hertzog,True,2019-08-12,5.0,"The movie was great. The animals looked real, the scenery was beautiful, the sound was not over abundantly loud. This is definitely a movie for young children to.",False
Bruce,True,2019-08-12,5.0,"Extremely well done, both the story and the cinematography.",False
Bret,True,2019-08-12,5.0,Great remake of a classic,False
Carrie K,True,2019-08-12,3.0,"They did a great job with the new effects, but for those of us who have seen it about 40 times already, there's only so much you can do to make the story new.",False
Alan A,False,2019-08-12,3.0,"It's visually stunning with some great vocal performances, but that's pretty much it. ",False
Helen G,True,2019-08-12,5.0,I loved it. It keeper my interest all the way through.,False
Chico,True,2019-08-12,5.0,I’m a 73 year old Hardass —- My Wife and I Loved Everything about it. Fabulous Movie!!!!!,False
Travis,True,2019-08-12,4.0,It was really good. To many kids in the theater talking though. But that's understandable.,False
KJL,False,2019-08-12,5.0,"Loved! Loved! Animation was incredible. I laughed, I cried., I sang! Bits of humor tucked in...it was a most wonderful show!",False
Ben N,False,2019-08-12,1.5,"The graphical design and physics were brilliant. Voice acting was mostly good, but fact is, the character design was such that no story was given through characters, you could sit with your eyes closed and the movie would have been just as good. It looked like some one went out and filmed some animals in the wild, and then just voiced over them.

Characters were incredibly realistic, but expressionless and lifeless. Absolute mistake to make it this way, completely ruined the movie.",False
Vicki,True,2019-08-12,5.0,"The movie was great! I took my granddaughter and she could not talking about the movie, she loved it and so did I. The music was very good, everyone did a great job.",False
KH,True,2019-08-12,3.5,It was like watching national geographic but with voice overs. Wasnt as much drama as the animated versio.,False
Diogo C,False,2019-08-12,5.0,Foi um filme digno de ser uma live ection da Disney,False
NAMingle,True,2019-08-12,4.0,just as good as the animated version,False
Anna,True,2019-08-12,2.0,"Slow moving, bland. Same story.   Wish it had been more vibrant.",False
MICHAEL L,True,2019-08-12,3.0,Thought that the movie was too intense for children.,False
Miguel N,True,2019-08-12,5.0,Great movie to see with the kids.,False
Matt,True,2019-08-12,3.5,Not a fan of the original but liked this one better.  a bit slow in the middle.,False
Wheelz,True,2019-08-12,3.5,"Thought Beyoncé voice wasn’t a good fit for Nala and wish Rafiki had a bigger impact in this movie like the original , he didn’t do much , Timon and pumba was awesome , and the hyenas !",False
samantha,True,2019-08-12,2.0,I couldn't connect with the characters.  The voices we very 2 dimensional for me.  Didn't feel emotional at all,False
Jonah,True,2019-08-12,0.5,"the only thing good about this movie was the fact that it played scene for scene as the original movie. the artistry is great, but once you get past how good the CGI is there is nothing here worth watching. so, that's five minutes of marvel over the effects and 2.5 hours of regret. stop. go home. watch the animated version. you'll be so happy you did.",False
Michelle,True,2019-08-12,5.0,Lived the message and appreciated sticking to the original story line and not pushing an agenda as do so many movies these days.,False
Antonio,True,2019-08-12,4.5,"Liked: the animation
Dislike: the music (poor orchestration)",False
Erin,True,2019-08-12,3.5,It was good but violent. Litttle kids should not see the movie,False
Josephine Richardson,False,2019-08-12,4.0,Exactly Like Original,False
DAWN S,True,2019-08-12,5.0,Absolutely loved it.  So incredibly realistic that Im convinced the animals were trained to mouth the words. Highly recommend,False
Kathelene,True,2019-08-12,5.0,The movie was awesome! I love how real it looked and the remake did the original justice!,False
Gary C,True,2019-08-12,5.0,I liked it even more than the first one.  The CGI was INCREDIBLE.,False
fernando f,True,2019-08-12,5.0,awesome a must see!!,False
Donald J,True,2019-08-12,0.5,It was a terrible movie.  A complete waste of money,False
Pat Logan,True,2019-08-12,4.0,"missing some of the classic lines,  but still some what entertaining.  nothing beats an original.",False
Carol B.,True,2019-08-12,5.0,"My family thoroughly enjoyed The Lion King (2019)!  The animation was beautiful, the story unforgettable and all the characters/artists were superb.  Particularly loved courageous Nala, adorable Simba and the magnificent Mufasa.  I saw the original, which was grandiose, and enjoyed it but this update took my breath away by its freshness, beautiful scenes, compelling voices and soothing, familiar music.  Grandchildren, ages 5 and 6, and senior husband were glued to the screen equally.",False
Tina S,True,2019-08-12,4.0,Loved it! Very funny and entertaining.,False
Christina,True,2019-08-12,3.0,Animals were cute but too much like the old one.,False
Joe O,True,2019-08-12,0.5,Haaaaated it! Walked out!,False
Radford,True,2019-08-12,4.0,good remake not great,False
Facebook U,True,2019-08-12,4.0,I love how they stayed close to the original and didn't try to change it.,False
Katie N,True,2019-08-12,5.0,All 3 generations loved it - from my 70 year old dad to my kids who are 8 & 5.,False
James H,False,2019-08-12,4.5,"Why don't you lead with the audience score?  Personally, I couldn't care less what your critics think about anything.  I give this 4.5 stars because I was very glad that I went and saw it.  (BTW) I saw the original and it was the best animated movie of all time.",False
Shawnta,True,2019-08-12,4.0,They stayed true to the cartoon except for the part where the hyenas teased about just saying and hearing the name Mufasa!! That part of the cartoon was one of the best scenes! It should have been included!!!! But great movie other.,False
D Jones,True,2019-08-12,5.0,Excellent movie!  My all time favorite!!,False
Mom of 2,True,2019-08-12,2.0,Been looking forward to this since it was announced and left completely disappointed.  No emphasis on the opening song. Downplayed it and it was quiet and not powerful.  The entire show was underwhelming.  Should have waited and just watched it at home and saved 100.,False
Aaron,True,2019-08-12,5.0,It was actually a really good movie just wish the dialogue had been a little more closer to the original.,False
John M,True,2019-08-12,5.0,Great special effects and story line! Loved it!!!,False
Kelle K,True,2019-08-12,2.0,the animation was too real. no emotions on the lions faces or other animals. They looked the same sad or happy. Glad I still have a copy of the original on VHS.,False
Aaron,True,2019-08-12,5.0,They brought it home! Must say the simba and mufasa live action still made me tear up! Overall great movie!!,False
,False,2019-08-12,3.0,nostalgia factor. not as epic.,False
LizzyFromTheBlok,False,2019-08-12,5.0,This remake was truly brought to LIFE! #AkunaMatada,False
Linda F,True,2019-08-12,4.5,I loved the simplicity and sweetness of the original - even how they handled the “circle of life” and death. The very realistic animation of this new version was fantastic and might even scare younger children. All in all a great remake.,False
Subrina,True,2019-08-12,5.0,I felt like a kid again. They didn't add anything new.👍,False
roald,True,2019-08-12,4.0,Great movie! I would have enjoyed it more if I didn’t see the animated version.,False
Karl M,False,2019-08-12,3.5,Not as good as the original but still was able to bring back some good memories.,False
,False,2019-08-12,5.0,"I liked it a lot better than the first one, the animated version. Especially the Timon and Pumba part",False
Sharlene G,False,2019-08-12,2.0,"As much as I love Disney, this whole film just seemed off to me

I felt like I was watching a nature documentary that someone had added a voice over (but not well). It's like the voices didn't really gel with the creatures, and the audio levels never seemed to balance properly (sometimes too loud for the scene, other times too quiet, eg the character would be forefront but sound like they were in the distance, and in the distance but sound like they were beside you).
 
The characters were amazingly realistic....to the point that they were basically emotionless and therefore I didn't feel any connection with them.

Also...I know she's ""queen B"", but Beyonce really needs to learn that, in a duet, there's no lead - both voices need to blend together in unison. Instead, I felt like she was determined for her voice to be the star. In contrast, they made it a humour point when the actual star started riffing, which was clever, but then they were fine to have the supporting cast vocals over-power the lead..?

I was so looking forward to this film, but now that I've seen it, it's actually made me less excited for any of the future live action releases.",False
Tina,True,2019-08-12,3.0,I didnt like the voices of nala or simba.,False
Mirley,True,2019-08-12,5.0,We loved it!!! Suck a wonderful movie and the family time 😊,False
Phillip D,False,2019-08-12,3.5,Great cgi but just no emotion to the characters no punch when they talk,False
Abdulla  a,False,2019-08-12,3.0,"the animation is impressive, it shows the strength of Disney. It was great to remember all the memories from our childhood, but it was very different and the animals didn't have face impressions.",False
BERNARDO R,True,2019-08-12,5.0,As expected - great!,False
Liam  H,False,2019-08-12,2.5,"Is this a reboot or a shot by shot of the original? The old fashioned Disney spirit is gone, this was an unnecessary reboot of an animated movie that's pointless. If you haven't seen the original animated movie it certainly kills the time ",False
Mike20 R,False,2019-08-12,0.5,The original was a lot better and obviously more creative. It's not as cool as I thought the the computer animation. Wouldn't recommend in theaters or on video. Stick with the original. Hollywood has lost any assemblance of creativity.,False
minor g,True,2019-08-12,4.5,"I believe  the movie is doing justice to the animated version
I would definitely recommend to those who saw the animated version to go and watch this one it'll bring good memories..........",False
Rodney H,False,2019-08-12,0.5,No heart at all and forced too many stars in the movie,False
ROBERT,True,2019-08-12,4.0,"A great retelling of the original, faithful in every aspect.",False
Valerie,False,2019-08-12,4.5,I like when Simba went back home to save his family and take his Throne,False
,True,2019-08-12,5.0,Timon and Pumba were the best!,False
wesley h,True,2019-08-12,5.0,I enjoyed the Other Lion King Version and this is a great rendition of the cartoon. I really enjoyed it.,False
Cathy M,False,2019-08-12,4.0,"Digital effects were amazing - music and heritage of original movie was well done with a few tasteful and well done ""tweaks""",False
V J,False,2019-08-12,5.0,"I loved it! Just like the original,  except the characters looked so real!",False
Jas,True,2019-08-12,3.0,Beyoncs voice didnt fit Nala. It was painful,False
Deana,True,2019-08-12,3.0,It was not badly done it just felt blah,False
Kim,True,2019-08-12,3.0,I guess it wasnt for me as much as younger generations,False
Anthony C,False,2019-08-12,4.0,Went with a family of 10 of all different age brackets and all 10 enjoyed this remake!,False
Margaret,True,2019-08-12,5.0,"Photography, music, voices",False
,False,2019-08-12,3.0,"It's overall a cute movie, but comparing to the original it is a bad remake.",False
Facebook U,True,2019-08-12,5.0,Better than that original!,False
Oswaldo,True,2019-08-12,4.5,The movie had awesome animation and CGI. The characters were so realistic and kids had alot of fun seeing. the only reason I took a half star off was because it was EXACTLY the same as the original in terms of plots and speech so you would know exactly know what was going to happen or what was going to be said next. Otherwise it was a great movie!,False
SisterJ,True,2019-08-11,4.0,The story line and nature,False
C NICHOLAS M,True,2019-08-11,5.0,Beautiful cinematography! Loved how it was almost like the animated film from the 90's.,False
Suzanne,True,2019-08-11,5.0,Very life-like! Same great story!,False
goondawgff,True,2019-08-11,4.0,I enjoyed everything about the movie,False
Gail Y,True,2019-08-11,5.0,I thoroughly enjoyed seeing this movie! I laughed and cried. I really enjoyed this rendition of the Lion King. I enjoyed the actors that were casted in these roles. I would love to see it again!,False
Kathryn,True,2019-08-11,5.0,This was AMAZING!!!!!! Literally one of the best movies I have ever seen!!!!,False
George M,True,2019-08-11,3.0,"I enjoyed this remake, but it was pretty much by-the-numbers, and that made some of the high points (or what were supposed to be the high points) have less impact. That also might be due to the fact that the CGI gives less expression to the characters. However, I thought some of the most emotional moments were downplayed and underwhelming. My favorite parts of it were the voice performances for Timon, Pumba, the Hyenas, and Zazu especially. It also looked fantastic and had great humor. Overall it's an enjoyable (albeit superfluous) remake. ",False
Sergio,True,2019-08-11,4.5,The movie was excellent.My boys enjoyed the whole movie.,False
Darlene,True,2019-08-11,5.0,"The music, story and actors.",False
Jennifer F,True,2019-08-11,5.0,I was very impressed of the movie. The characters were great the sounds and the graphics also. Tiny changes I noticed but otherwise I literally was singing with the songs. I luv how the animals look and I am impressed how they were able to get it to look soo great and soo real. My family enjoyed it very much! Thank you,False
Robert,True,2019-08-11,5.0,Awesome. Everyone can get something out of this movie.,False
JiHoon,True,2019-08-11,5.0,The digital production is unbelievable!,False
Lord Farquad,True,2019-08-11,4.0,Why wasn't I in this movie?,False
Nick,True,2019-08-11,5.0,"This is one of the best Disney remakes this far. The CGI was absolutely phenomenal and the voice acting didn't disappoint. The songs in the movie were true to the original and in certain ways, I like them better than the original. If you haven't seen this movie yet, I highly recommend you do!",False
donna,True,2019-08-11,5.0,This movie was awesome. Liked it better then the cartoon...,False
Rebekah T,True,2019-08-11,4.0,"I liked that it was similar and yet different from the original, but nothing can replace the original!",False
Doug,True,2019-08-11,5.0,I loved all of the action. The movie was just so great!!,False
Dale H,True,2019-08-11,2.0,it's like the took all of the fun things about the original and removed them.,False
Kelly Miller,True,2019-08-11,3.0,Felt that scare was a let down- had so much potential!,False
Gabriel Guerrero,True,2019-08-11,4.0,Pretty good not better than the original but I loved Seth rogen in this movie I think if it wasent for him the movie wouldn’t be as good,False
David L,True,2019-08-17,4.5,Wonderful representation of the animated version that is current and good for the family.,False
shaniqueh L,True,2019-08-11,5.0,"I laughed, I cried and I smiled it was great!",False
Iarley D,False,2019-08-11,2.5,"This movie is not  the worst thing in the world, but it is not soo good",False
,False,2019-08-11,3.5,I have never seen the original lion king but I have heard it's much better than this version. I'll have to say this movie wasn't bad at all I actually enjoyed it for what it was and I'd recommend this movie to any family who wants to enjoy a nice appropriate movie for their kids and also let's not forget the long time fans of the original.,False
Barb,True,2019-08-11,5.0,I loved how true it is to the original animated version!,False
karen m,False,2019-08-11,3.0,"I have never been able to figure out what Cycle of Life this movie is promoting.  While they rightly portray a world of over-hunting large prey animals as unsustainable for predators, they counter that with presenting Paradise as a grub-eating world which couldn't support the large predators at all.  

Lion King II doesn't really improve the position.  It inserts this preachy ""straight line theory"" that shames the grub eaters as oblivious to the idea that everything is connected, While Still Presenting Their World As Paradise.  And making the animal-people ultra realistic only serves to make the idea of eating them even more difficult.

Beyond this, lots of beautiful scenery, cute animals, drama, humor and music.  The message is messy and overall it's not as good as the original except for the extraordinary beauty of it, but not an unpleasant way to spend a few hours, either.",False
Raul G,False,2019-08-11,3.0,"Not as good as the original, not a bad movie, it brings a story very similar to the old one, and in a new way that still thrills, but fails with some characters that ended up boring and without expression.",False
,False,2019-08-11,2.0,its the same movie without the fun,False
,False,2019-08-11,5.0,this movie was ABSOLUTELY STUNNING !!! 👍👍 definitely would recommend it to others :) ,False
Jessica C,False,2019-08-11,2.0,The visuals were nice but the film seemed empty,False
adam szmatula,True,2019-08-11,5.0,awesome movie just awesome I  liked  how simba took down scar here better than the animated movie,False
Robert,True,2019-08-11,5.0,"The animation was good, loved it!",False
Patricia Van Sciver,True,2019-08-11,5.0,"It was wonderful ! My only objection would be a lot of violence for young children ,",False
,False,2019-08-11,3.5,"This movie was good. Sure, it’s exactly the same as the original movie in the 90’s but it was nice seeing it in live action. Nice looking movie. It felt really close to watching a documentary on National Geographic.",False
Bridget C,False,2019-08-11,2.5,Disappointing. No other word. It does not live up to a cartoon how is that even possible? It felt rushed. It made me long for the original. ,False
Erick,False,2019-08-11,2.5,Love the original 10x better was really disappointed was expecting much more from this film,False
Jennifer,True,2019-08-11,5.0,Absolutely Incredible!,False
,False,2019-08-11,0.5,Hahaha. Wuuuut?! So bad. I was miserably bored within the first few mins. Agree with all the critics. Flat. Boring. Emotionless. Felt like animal planet doc but you don’t care because it’s animated and not real animals. ,False
Jason C,False,2019-08-11,3.0,Nothing new. Just retelling the same story. GCI was great but movies need more than just great CGI,False
Nicole P,True,2019-08-11,4.5,What a great family friendly movie.,False
Michael,True,2019-08-11,4.5,The imaging was awesome. Some of the voices weren’t so good.,False
,False,2019-08-11,5.0,Absolutely awesome for the whole family. Fans of the animated and now this one. Not sure what movie the critics went to but this was amazing. They stuck true to the story which some critics thought was wrong but I bet those same critics would have been negative if they wrote something original. ,False
,False,2019-08-11,4.0,I thought this version of the Lion King was wonderful. was very heartfelt and had funny moments ,False
Tracey C,True,2019-08-11,5.0,Stayed true to the original!!,False
Ismael S,True,2019-08-11,3.5,Much better than I expected & the start of the movie was amazing.,False
Dana,True,2019-08-17,5.0,Loved the real animals!,False
Val,True,2019-08-11,3.0,There was no facial expressions to the characters. It was literally like they just happened to get voices added and that’s it. And they changed a little to many scenes for my liking...,False
David P,True,2019-08-11,4.5,"Awesome remake,  animals all look and seem real! Totally enjoyable!",False
Blaine,False,2019-08-11,4.0,For me. A little slow,False
Patrice,True,2019-08-11,5.0,Great movie!!! The clarity was spectacular !!,False
Lashawn F,True,2019-08-11,5.0,the movie was awesome. must see,False
First L,False,2019-08-11,3.0,It was as good as I hoped for.,False
Tatyana,False,2019-08-11,5.0,I like the movie because it ended perfectly.,False
tmorao,True,2019-08-11,3.5,"It's good, stays in line with the original movie which I liked. What I didn't like were some of the voices, Beyonc was the absolute WORST, terrible voice over",False
,False,2019-08-11,1.5,"voiceovers were horrible, lacked intensity, meaning and conviction at all levels. the animated characters facial expressions were dazed most of the time and it seemed like they concentrated on CGIs so much that they really couldn't put the plot into play as it's supposed to be. but I'm just comparing the original with this abomination. could be a good flick for someone who's not seen it before",False
Samantha B,False,2019-08-11,2.0,Visually beautiful but the lines felt forces. Original is still way better. ,False
daniel c,False,2019-08-11,2.5,"the graphics were too good it was like watching national geographic, kinda boring time by time",False
rgarvinleb L,True,2019-08-11,5.0,"No dislikes, the animation was so life like.",False
Sherry P,True,2019-08-11,4.0,Much to graphic and violent for children. Wonderful for adults!,False
Sam,True,2019-08-11,2.0,You feel no emotion from watching this movie. A Far Cry from the original,False
Asanka D,True,2019-08-11,3.5,They have made this National Geographic,False
Jeremy K,True,2019-08-11,3.5,"If was good! Enjoyed it, but sad",False
Fion,True,2019-08-11,2.5,Pretty mediocre. It didn't have the emotion of the animated version and the cheesy new one liners added for humor were no humourous. The kids did seem to enjoy it though.,False
Ace,True,2019-08-11,2.0,"Cute Lion Cubs. Nice music solo. Acting was not so good, it felt as if they were rushing. Comedy was taken out. Dull colors.",False
Erika K,False,2019-08-11,4.0,"The movie was stunning! Opening scene was beautifully reimagined frame for frame, pulling at the heartstrings of childhood and gives the new kiddos the same experience. Female characters are expanded answering some unanswered questions the original film had left. However, the voice actress for Nala lacked emotions and inflection, leaving you kind of disappointed. Her singing voice brought the movie to life but at the same time brought it down with the monotone reading of her lines.",False
Lashanda,True,2019-08-11,4.0,I loved the soundtrack it was awesome and so touching . The more life like visuals were awesome .,False
Samantha K,False,2019-08-11,5.0,"Loved it.! Even though it's a movie we all know (unless you've just come out from living under a rock), I felt like I was watching a whole new Disney movie and it was amazing. The soundtrack is iconic (of course), I had to restrain myself from singing along. ",False
Emili S,False,2019-08-11,4.5,"If you directly compare this movie with the original classic, of course it can't compare. But what this movie is trying to do, is retell the fascinating story to a new more modern audience, and it does that very well. The movie is absolutely stunning to look at from start to finnish, nothing short but fantastic cinematography. The songs are all great, and amazing to watch on the big screen, my only complaint is the shortness of the song ""Be prepared""which could have been the single greatest song in the movie, but didn't quite make it, and it was Disney's fault for wanting it to be as different as possible from the original masterpiece. Yes, the emotions aren't displayed as greatly as in the original, but that's a given, and the voice acting and the phenomenal music accompanying the scenes make up for it. It would be a shame not to watch this movie, it truly is a great film, and watching the final battle between Scar and Simba, and watching all those great cinematic moments, such as 'circle of life' and surprisingly enough 'can you feel the love tonight' and my personal favourite 'can't wait to be king' is absolutely worth it. ",False
Christy-Ann W,True,2019-08-11,3.0,I did not like Beyoncé as Napa.,False
Yusesito C,False,2019-08-11,2.0,disrespect for the classic.,False
Joyce  D,True,2019-08-11,5.0,The movie was excellent!  I loved the Computer Graphics!!! It appeared as if I was in the same environment with the characters.  Lot of work went into the making of this moving.,False
Sonya W,True,2019-08-11,5.0,Very much like the original!  My 5 year old was on the edge of her seat!,False
Matthew S,False,2019-08-11,5.0,High on nostalgia and vivid scenes to remind you why the lion king is such a good movie.,False
Amanda C,False,2019-08-11,2.0,"The only reason this movie gets two stars is because of the score and the animation. While they were stunning, everything else was lacking. The voice acting lacked heart and sounded like they were reading off a script. Beyonce sounded way too old for the role of a lioness in her prime. The beloved songs we grew up with were underwhelming. While the animation was stunning, what was difficult to watch was the lack of physical emotions from the characters. Very disappointing ",False
Rita L,True,2019-08-11,2.0,"It was not as awe-inspiring as the original. Disney needs to stop remaking their classic movies because sometimes they are great and other times, they stink.",False
Robert R,True,2019-08-11,2.5,"A beautifully made movie, incredible special effects, but the characters lose a lot of their personality and expression when made to look ""life-like."" Pumba and Timon were incredibly disappointing , I found myself wishing I was watching the animated version and missing Nathan Lane,",False
amber,True,2019-08-11,4.0,"I liked the real animal aspect. My 5 year old son became bored and stood up during the movie. He hasn’t done that in a long time. We prefer the cartoon version, but I did enjoy this one.",False
Madeline,True,2019-08-11,5.0,Great movie. I enjoyed the special effects and the animals very so believable. I would definitely recommend this movie for people of all agrs,False
William B,True,2019-08-11,5.0,"I enjoyed this movie! I didn’t think we needed a remake, but when we decided to go see it it was very cool to see the actual animals. The mouth movements were not so exaggerated that it distracted from the faux realism. Very good if you liked the cartoon version. Also the voice actors were mostly of African descent, which was nice.",False
Ronan S,False,2019-08-11,2.5,"Was this film enjoyable? Yes. Was it necessary. Absolutely not. The visuals in this remake (is it?) of the classic Disney flick is filled to the brim with jaw dropping visual displays of the company and (almost) faultless CGI. Even whilst having all of this, it still drops short of the original masterpiece, something feels off about it. The voice actors, whilst good, cannot live up to their original counterparts and there is nothing new about it at all. Overall, this shot for shot remake is an incredible display of 21st century technology, but fails to deliver any real changes or improvements to the original animation.",False
James M,True,2019-08-11,5.0,Animation was great.  Timon and Pemba rocked!,False
Tina,True,2019-08-11,5.0,The live action is amazing!,False
denise c,True,2019-08-11,1.5,"The graphics were amazing. That's how far as it goes.

The voices of Simba (both young and adult), and the voice of Nala were an emotionless mess. They sounded as if they were just reading from their script. It was horrible and it was portrayed in the big screen. Simba showed no turmoil over the events that happen in pride rock (both young and adult). Beyonce over the top rendition of ""can you feel the love tonight"" completely ruin the song. 

Movie was completely souless!!!! The only saving grace was Timon and pumba.",False
Deborah B,True,2019-08-11,3.0,"The real life aspect was amazing.  Just missed all the singing and ""Disney"" of it.",False
Mimi,True,2019-08-11,3.0,it was just missing something but was still pretty cool to see it in this form.,False
Dustin D,False,2019-08-11,3.5,"Features some of the best CGI ever I've ever seen. The voice acting was mostly incredible. There were gripes, but overall, a fun family film. ",False
Oliver Z,False,2019-08-11,0.5,"It was horrible. I want my money back
",False
Alan Timothy L,True,2019-08-11,3.0,"Liked it but too violent for children under 10. No blood, though the scenes were violent in several places in film.  The Savannah sciences looked great.",False
Joseph,True,2019-08-11,2.0,The lack of over expressive animated facial cues like in the cartoon version really hurt the overall feel of this movie for me its very hard to feel emotion for the characters despite strong voice over performances because of this. This hurt the overall performance for me.,False
Jarrett C,False,2019-08-11,1.0,"Good cast, but this movie should not exist, It has no reason to.",False
Gilad L,False,2019-08-11,3.0,"The Lion King remake is truly a beautiful movie to watch with its hyper-realistic visuals, but sadly, that's its only good quality as the writing was lazy, as it was sn exact shot-to-shot remake of the original, and the changrs that it did made were not great either, as some lines got changed for the worse. There is a lack of any facial expression in the characters, as well as Zazu, Timon and Pumbaa look horrible. The characters are good, but that's only because it copied exactly what the original did, and unlike the original movie, the voice acting was pretty meh, exepect for Scar's voice who genuinely sucked. The songs are pretty awkward, as the musical ""numbers"" are just the characters running and don't even get me started on how cringe-worthy was ""Be Prepared"" here. It doesn't help that the voice actors (Beyoncè aside) can't sing either.
Overall, the best way to describe this movie is ""pointless"" as there is no reason to see it if you watched the original animated feature.",False
Alain,True,2019-08-11,5.0,"it is a great remake, amd great technology!! Bravo Disney",False
